,age,balance,duration,y
13869,34,0,268,no
13870,40,3571,262,no
13871,34,0,307,no
13872,34,870,58,no
13873,38,260,446,no
13874,39,3,102,no
13875,37,166,151,no
13876,25,19,133,no
13877,39,54,466,no
13878,36,82,226,no
13879,34,580,380,no
13880,39,-4,358,no
13881,33,1786,209,no
13882,31,0,114,no
13883,60,2131,421,no
13884,46,-388,207,no
13885,49,78,139,no
13886,31,2,112,no
13887,56,275,323,no
13888,58,9994,400,no
13889,32,0,428,no
13890,30,85,81,no
13891,29,1186,313,no
13892,28,-170,720,yes
13893,50,-130,328,no
13894,60,340,361,no
13895,25,118,45,no
13896,46,0,85,no
13897,57,158,73,no
13898,26,170,486,no
13899,57,2,144,no
13900,56,89,83,no
13901,56,586,123,no
13902,53,61,190,no
13903,58,1067,445,no
13904,44,2316,81,no
13905,58,11,161,no
13906,27,87,245,no
13907,29,1714,45,no
13908,35,-504,228,no
13909,59,454,293,no
13910,29,8,627,yes
13911,34,2378,92,no
13912,30,1160,244,no
13913,25,1243,1341,yes
13914,30,1598,634,yes
13915,54,0,144,no
13916,36,786,148,no
13917,53,684,197,no
13918,26,81,604,no
13919,31,0,270,no
13920,33,1163,210,no
13921,32,0,269,no
13922,45,1387,446,no
13923,32,264,71,no
13924,41,54,121,no
13925,37,-54,573,no
13926,30,5,829,yes
13927,47,367,476,yes
13928,35,609,136,no
13929,47,3386,360,no
13930,59,925,96,no
13931,58,0,227,no
13932,57,658,724,yes
13933,38,1722,500,yes
13934,34,5127,559,no
13935,28,339,353,no
13936,54,-315,2029,yes
13937,28,1198,57,no
13938,37,0,351,no
13939,34,1171,129,no
13940,59,0,60,no
13941,29,795,270,no
13942,46,-319,502,no
13943,49,192,227,no
13944,25,2483,1499,yes
13945,37,199,186,no
13946,58,201,82,no
13947,37,0,108,no
13948,30,1338,81,no
13949,34,80,240,no
13950,50,892,189,no
13951,41,958,72,no
13952,50,888,160,no
13953,44,-101,99,no
13954,52,-517,340,no
13955,29,3,183,no
13956,49,0,564,no
13957,54,136,151,no
13958,46,44,90,no
13959,30,91,363,no
13960,48,454,114,no
13961,49,2568,192,no
13962,30,-156,119,no
13963,37,859,154,no
13964,29,8079,171,no
13965,41,407,387,no
13966,35,501,223,no
13967,35,63,480,no
13968,45,1145,156,no
13969,49,305,834,no
13970,51,126,412,no
13971,45,-24,164,no
13972,42,-404,562,no
13973,41,362,326,no
13974,27,106,127,no
13975,36,576,290,no
13976,46,278,185,no
13977,37,54,118,no
13978,37,159,377,no
13979,33,89,524,no
13980,37,456,85,no
13981,41,305,61,no
13982,60,763,180,no
13983,30,0,1399,yes
13984,52,255,374,no
13985,30,211,133,no
13986,26,45,1187,yes
13987,37,135,460,no
13988,46,1,270,no
13989,44,6,338,no
13990,29,3527,171,no
13991,26,235,721,no
13992,33,66,182,no
13993,31,46,487,yes
13994,58,556,229,no
13995,54,89,140,no
13996,39,397,113,no
13997,44,284,109,no
13998,32,26,55,no
13999,33,109,184,no
14000,39,1220,148,no
14001,37,1403,91,no
14002,35,275,144,no
14003,29,482,1097,yes
14004,36,3415,150,no
14005,25,-113,300,no
14006,41,1331,465,no
14007,53,2242,154,no
14008,53,0,311,no
14009,27,-23,123,no
14010,29,6586,176,no
14011,52,142,924,no
14012,50,4,200,no
14013,33,13160,212,no
14014,40,352,258,no
14015,41,372,117,no
14016,39,2460,194,no
14017,29,111,114,no
14018,41,-618,215,no
14019,30,5,58,no
14020,48,-817,175,no
14021,44,756,122,no
14022,56,533,166,no
14023,35,0,89,no
14024,59,0,189,no
14025,40,149,159,no
14026,36,3832,393,no
14027,32,1196,508,no
14028,26,17,522,no
14029,28,455,166,no
14030,38,50,545,no
14031,51,1988,67,no
14032,40,42,264,no
14033,32,514,812,yes
14034,38,373,404,no
14035,26,-759,191,no
14036,54,95,104,no
14037,27,70,170,no
14038,34,-73,90,no
14039,38,-728,333,no
14040,36,-456,252,no
14041,33,0,443,no
14042,59,39,67,no
14043,39,37,467,no
14044,38,1932,159,no
14045,51,-192,57,no
14046,37,1672,484,no
14047,34,161,378,no
14048,34,479,772,no
14049,35,372,230,no
14050,36,1339,136,no
14051,51,550,451,no
14052,27,941,124,no
14053,37,0,283,no
14054,34,1049,55,no
14055,33,236,203,no
14056,37,263,143,no
14057,33,32,43,no
14058,53,447,108,no
14059,38,114,117,no
14060,50,0,170,no
14061,40,-83,131,no
14062,26,528,102,no
14063,31,0,151,no
14064,55,5,269,no
14065,27,6,143,no
14066,31,-161,196,no
14067,50,-682,479,no
14068,39,710,211,no
14069,51,58,128,no
14070,43,-260,183,no
14071,34,9,439,no
14072,53,-670,86,no
14073,60,58,165,no
14074,42,128,148,no
14075,47,1139,106,no
14076,27,428,321,no
14077,38,31,891,no
14078,47,761,80,no
14079,46,776,76,no
14080,41,-172,132,no
14081,45,0,216,no
14082,55,561,318,no
14083,37,407,141,no
14084,37,0,906,no
14085,51,0,139,no
14086,55,983,41,no
14087,32,0,93,no
14088,58,342,564,no
14089,34,46,31,no
14090,28,17,16,no
14091,47,1073,518,no
14092,47,416,87,no
14093,34,12,504,no
14094,39,671,98,no
14095,57,8,93,no
14096,57,2518,82,no
14097,32,0,223,no
14098,59,5,67,no
14099,41,1499,59,no
14100,58,100,186,no
14101,49,3728,1060,yes
14102,29,287,249,no
14103,31,183,60,no
14104,36,611,126,no
14105,56,107,52,no
14106,51,174,222,no
14107,29,243,109,no
14108,34,406,113,no
14109,39,401,112,no
14110,34,444,173,no
14111,33,1249,261,no
14112,43,392,87,no
14113,42,645,42,no
14114,34,-745,131,no
14115,36,48,147,no
14116,50,0,717,no
14117,34,3814,286,no
14118,35,167,614,yes
14119,38,-21,50,no
14120,42,0,83,no
14121,47,-226,289,no
14122,41,177,117,no
14123,32,0,85,no
14124,48,0,487,no
14125,44,-146,256,no
14126,49,0,103,no
14127,46,76,181,no
14128,56,-762,348,no
14129,43,0,154,no
14130,46,834,196,no
14131,55,991,593,no
14132,35,0,71,no
14133,56,0,118,no
14134,44,851,47,no
14135,29,0,314,no
14136,58,0,965,no
14137,56,40,123,no
14138,52,5,94,no
14139,42,484,144,no
14140,58,0,116,no
14141,35,141,146,no
14142,32,413,712,no
14143,30,35,366,no
14144,50,383,502,no
14145,38,0,260,no
14146,38,0,184,no
14147,44,71,251,no
14148,45,2220,128,no
14149,60,1099,764,yes
14150,60,2222,1120,yes
14151,59,-86,16,no
14152,37,986,970,no
14153,29,983,963,yes
14154,49,-195,64,no
14155,55,204,1973,yes
14156,39,0,117,no
14157,37,586,141,no
14158,55,642,232,no
14159,41,488,178,no
14160,33,1534,1041,yes
14161,48,0,324,no
14162,32,1660,1389,no
14163,27,-36,120,no
14164,59,1250,61,no
14165,52,698,213,no
14166,55,2848,121,no
14167,42,426,636,no
14168,59,178,330,no
14169,40,1225,919,no
14170,31,1661,100,no
14171,37,-601,210,no
14172,37,1448,71,no
14173,26,93,255,no
14174,33,212,260,no
14175,34,25,666,no
14176,59,3812,498,no
14177,37,466,92,no
14178,47,338,344,no
14179,55,410,221,no
14180,28,565,189,no
14181,50,1840,184,no
14182,40,-186,154,no
14183,35,0,271,no
14184,54,0,159,no
14185,35,260,134,no
14186,54,311,470,no
14187,44,430,221,no
14188,40,178,595,no
14189,46,830,211,no
14190,34,157,254,no
14191,49,0,178,no
14192,45,0,106,no
14193,31,696,184,no
14194,32,0,333,no
14195,37,3841,69,no
14196,37,1059,94,no
14197,40,0,271,no
14198,36,756,396,no
14199,45,458,145,no
14200,31,-357,215,no
14201,58,2769,94,no
14202,27,3638,271,no
14203,44,1074,911,yes
14204,35,483,165,no
14205,50,5,196,no
14206,25,184,437,no
14207,36,-608,135,no
14208,39,83,193,no
14209,38,84,328,no
14210,42,302,342,no
14211,32,23,425,no
14212,38,349,151,no
14213,35,272,163,no
14214,31,505,773,no
14215,30,4,188,no
14216,25,10,549,no
14217,47,3466,853,yes
14218,31,916,172,no
14219,29,93,161,no
14220,44,0,96,no
14221,35,-203,1649,yes
14222,53,257,1310,yes
14223,46,853,1187,no
14224,36,-318,135,no
14225,47,3038,151,no
14226,43,73,324,no
14227,39,-810,77,no
14228,37,0,122,no
14229,33,162,122,no
14230,45,-388,175,no
14231,29,10,246,no
14232,35,1287,330,no
14233,59,1139,607,no
14234,46,1299,104,no
14235,39,186,114,no
14236,58,821,83,no
14237,33,-406,332,no
14238,35,0,125,no
14239,49,2356,236,no
14240,55,935,65,no
14241,31,338,216,no
14242,25,-41,114,no
14243,43,500,324,no
14244,34,1906,68,no
14245,25,-375,61,no
14246,45,132,179,no
14247,52,-2,349,no
14248,29,138,113,no
14249,32,187,90,no
14250,47,568,256,no
14251,48,58,102,no
14252,45,-149,287,no
14253,30,-94,41,no
14254,38,2283,221,no
14255,45,660,329,no
14256,31,78,97,no
14257,60,2674,96,no
14258,35,1859,227,no
14259,36,0,80,no
14260,50,3258,56,no
14261,49,176,102,no
14262,44,781,194,no
14263,42,682,285,no
14264,33,-104,231,no
14265,41,201,53,no
14266,55,343,276,no
14267,37,2575,505,no
14268,48,279,211,no
14269,55,225,116,no
14270,29,10,135,no
14271,59,-341,94,no
14272,27,-517,172,no
14273,40,900,84,no
14274,37,689,367,no
14275,34,800,103,no
14276,33,179,244,no
14277,28,36,158,no
14278,29,64,611,no
14279,51,248,78,no
14280,58,226,306,no
14281,55,481,79,no
14282,31,-160,126,no
14283,44,0,289,no
14284,40,992,297,no
14285,45,706,66,no
14286,60,1130,64,no
14287,51,0,120,no
14288,30,450,72,no
14289,40,1749,767,no
14290,31,393,328,no
14291,42,-336,151,no
14292,56,142,329,no
14293,35,1266,84,no
14294,34,0,105,no
14295,53,876,214,no
14296,25,-559,189,no
14297,35,2436,1397,yes
14298,29,581,192,no
14299,32,-230,331,no
14300,31,6,155,no
14301,41,1821,137,no
14302,51,30,333,no
14303,46,2262,44,no
14304,44,476,173,no
14305,30,635,209,no
14306,53,-391,122,no
14307,32,184,238,no
14308,39,287,84,no
14309,60,0,363,no
14310,28,7,226,no
14311,55,34,97,no
14312,43,-416,80,no
14313,46,2273,187,no
14314,28,62,467,no
14315,48,101,549,no
14316,33,390,254,no
14317,32,8300,460,no
14318,46,0,247,no
14319,43,0,1153,yes
14320,32,210,121,no
14321,46,922,151,no
14322,49,1916,281,no
14323,27,-238,132,no
14324,33,75,126,no
14325,34,344,56,no
14326,35,1140,69,no
14327,45,91,55,no
14328,48,67,251,no
14329,48,308,125,no
14330,35,-230,183,no
14331,36,0,119,no
14332,59,2291,127,no
14333,43,1344,74,no
14334,36,327,74,no
14335,34,313,634,no
14336,52,1416,297,no
14337,60,21,113,no
14338,32,47,213,no
14339,44,272,51,no
14340,36,733,124,no
14341,50,1622,58,no
14342,54,1987,219,no
14343,32,-169,310,no
14344,37,223,144,no
14345,37,577,76,no
14346,32,396,41,no
14347,32,596,397,no
14348,28,2919,101,no
14349,33,0,305,no
14350,47,-331,227,no
14351,50,1580,111,no
14352,53,-24,319,no
14353,38,976,766,yes
14354,54,171,673,no
14355,32,240,86,no
14356,37,41,388,no
14357,32,2353,334,no
14358,54,0,191,no
14359,47,104,77,no
14360,42,-291,129,no
14361,49,280,162,no
14362,45,-14,292,no
14363,44,3113,331,no
14364,34,146,788,yes
14365,34,-123,64,no
14366,49,784,171,no
14367,42,-369,72,no
14368,43,1491,105,no
14369,40,45,106,no
14370,41,783,126,no
14371,47,0,122,no
14372,43,-76,124,no
14373,35,417,201,no
14374,34,855,616,no
14375,50,6739,68,no
14376,52,248,245,no
14377,32,2,79,no
14378,50,85,130,no
14379,40,1539,204,no
14380,58,327,145,no
14381,40,0,699,no
14382,29,627,140,no
14383,30,0,768,no
14384,50,156,1130,yes
14385,41,3016,80,no
14386,43,145,341,no
14387,57,808,417,no
14388,45,144,154,no
14389,42,831,455,no
14390,53,0,85,no
14391,49,261,225,no
14392,27,639,243,no
14393,57,107,85,no
14394,29,85,76,no
14395,33,0,163,no
14396,43,408,568,no
14397,35,-102,334,no
14398,43,189,1062,yes
14399,52,280,393,no
14400,51,50,364,no
14401,31,0,229,no
14402,31,0,118,no
14403,39,0,111,no
14404,29,-191,115,no
14405,57,1276,103,no
14406,42,86,385,no
14407,35,0,245,no
14408,41,-1,140,no
14409,35,31,124,no
14410,41,0,93,no
14411,30,332,465,no
14412,52,279,197,no
14413,43,-441,216,no
14414,37,1780,392,no
14415,57,24,407,no
14416,47,0,81,no
14417,43,778,619,no
14418,54,522,81,no
14419,54,308,248,no
14420,39,1068,214,no
14421,37,1328,201,no
14422,33,-110,425,no
14423,44,163,1669,yes
14424,45,1196,108,no
14425,35,0,460,no
14426,53,2231,272,no
14427,33,0,166,no
14428,53,118,431,no
14429,39,34,377,no
14430,33,908,184,no
14431,53,0,119,no
14432,40,160,123,no
14433,40,0,109,no
14434,51,-2282,301,no
14435,41,533,257,no
14436,29,97,136,no
14437,35,0,340,no
14438,31,0,387,no
14439,34,351,326,no
14440,43,764,557,no
14441,55,541,512,no
14442,50,2406,197,no
14443,43,615,97,no
14444,39,350,109,no
14445,34,0,194,no
14446,58,409,643,no
14447,28,-76,1271,no
14448,53,-162,81,no
14449,30,-287,244,no
14450,51,242,1336,yes
14451,50,305,111,no
14452,47,1875,157,no
14453,55,204,455,no
14454,52,0,218,no
14455,31,153,118,no
14456,31,1173,444,yes
14457,58,1987,185,no
14458,32,418,138,no
14459,50,2,171,no
14460,48,742,304,no
14461,57,-305,43,no
14462,35,0,167,no
14463,31,0,347,no
14464,32,7522,240,no
14465,36,4324,565,no
14466,40,-90,716,no
14467,42,-249,149,no
14468,51,-406,150,no
14469,36,1580,615,no
14470,39,498,149,no
14471,39,142,424,no
14472,47,3659,364,no
14473,36,51,179,no
14474,37,0,235,no
14475,37,0,330,no
14476,59,0,160,no
14477,36,223,12,no
14478,31,23,77,no
14479,48,-621,552,no
14480,46,211,36,no
14481,29,184,46,no
14482,36,-128,821,no
14483,49,204,198,no
14484,39,0,894,yes
14485,38,263,84,no
14486,43,274,335,no
14487,33,1114,250,no
14488,33,40,110,no
14489,36,-194,133,no
14490,34,0,78,no
14491,27,0,227,no
14492,40,79,223,no
14493,44,241,164,no
14494,29,428,131,no
14495,38,-295,356,no
14496,27,1,116,no
14497,30,638,358,no
14498,35,-870,180,no
14499,55,284,252,no
14500,29,2312,109,no
14501,44,58,72,no
14502,35,819,102,no
14503,47,530,457,no
14504,51,1537,400,no
14505,48,339,123,no
14506,28,0,546,no
14507,52,0,231,no
14508,41,514,321,no
14509,40,-349,31,no
14510,29,1,56,no
14511,52,25,170,no
14512,37,0,101,no
14513,56,1631,376,no
14514,58,928,656,no
14515,34,-353,122,no
14516,59,37,335,no
14517,33,137,136,no
14518,42,324,528,no
14519,59,296,805,yes
14520,30,13,21,no
14521,51,382,56,no
14522,37,0,129,no
14523,42,758,129,no
14524,40,0,125,no
14525,52,370,101,no
14526,29,926,169,no
14527,37,79,110,no
14528,32,0,175,no
14529,42,-145,231,no
14530,49,30,439,no
14531,59,1121,249,no
14532,32,1076,353,no
14533,43,254,104,no
14534,39,1930,92,no
14535,52,0,131,no
14536,33,437,184,no
14537,60,0,94,no
14538,35,286,164,no
14539,47,0,56,no
14540,34,1005,274,no
14541,31,-84,75,no
14542,52,-36,199,no
14543,43,860,131,no
14544,38,7752,138,no
14545,35,3508,94,no
14546,53,425,416,no
14547,34,390,659,no
14548,34,223,202,no
14549,41,402,368,no
14550,37,0,265,no
14551,61,76,195,no
14552,45,557,80,no
14553,50,-731,401,no
14554,44,100,71,no
14555,59,-90,41,no
14556,37,24,280,no
14557,44,468,289,no
14558,38,0,77,no
14559,41,4,63,no
14560,45,0,533,yes
14561,26,155,76,no
14562,25,333,1056,yes
14563,33,392,753,no
14564,56,105,80,no
14565,29,0,317,no
14566,35,0,129,no
14567,59,0,237,no
14568,38,164,188,no
14569,58,3864,815,yes
14570,40,5,117,no
14571,37,1094,101,no
14572,48,269,109,no
14573,41,1321,315,no
14574,42,843,226,no
14575,26,27,49,no
14576,51,509,121,no
14577,60,1091,778,no
14578,41,0,368,no
14579,40,0,103,no
14580,46,311,232,no
14581,43,59,60,no
14582,42,-100,87,no
14583,31,10,156,no
14584,56,109,924,no
14585,29,2,65,no
14586,32,752,256,no
14587,51,146,132,no
14588,60,20,207,no
14589,53,0,152,no
14590,34,291,646,no
14591,30,2686,808,yes
14592,31,582,58,no
14593,42,-178,178,no
14594,42,-1386,56,no
14595,43,348,88,no
14596,54,-57,364,no
14597,57,458,177,no
14598,38,465,156,no
14599,27,1228,77,no
14600,53,4143,200,no
14601,46,1590,59,no
14602,29,162,126,no
14603,53,1278,174,no
14604,42,0,133,no
14605,53,38,321,no
14606,36,0,201,no
14607,36,0,571,no
14608,36,854,503,no
14609,57,1275,377,no
14610,33,-988,83,no
14611,58,0,53,no
14612,47,683,106,no
14613,47,1149,82,no
14614,40,299,180,no
14615,41,1838,135,no
14616,34,29,387,no
14617,45,0,372,no
14618,31,-112,128,no
14619,34,-109,860,yes
14620,47,0,162,no
14621,25,-352,246,no
14622,46,182,317,no
14623,42,1,462,no
14624,48,729,277,no
14625,37,0,280,no
14626,29,0,218,no
14627,32,217,317,no
14628,57,1238,274,no
14629,34,160,130,no
14630,47,185,116,no
14631,47,512,98,no
14632,28,1,92,no
14633,41,10438,141,no
14634,34,0,144,no
14635,36,0,794,no
14636,44,4353,90,no
14637,43,8224,70,no
14638,45,-207,878,yes
14639,52,217,193,no
14640,27,1928,513,no
14641,27,59,792,no
14642,28,-34,355,no
14643,51,65,881,yes
14644,29,153,734,no
14645,60,597,981,yes
14646,39,0,103,no
14647,46,174,90,no
14648,32,222,820,yes
14649,51,-799,1001,yes
14650,37,1020,348,no
14651,59,122,129,no
14652,36,287,119,no
14653,33,71,94,no
14654,45,24,192,no
14655,27,454,331,no
14656,36,-231,779,no
14657,29,0,91,no
14658,43,1,61,no
14659,35,300,555,no
14660,41,226,157,no
14661,25,534,167,no
14662,36,112,83,no
14663,43,1154,603,no
14664,60,0,111,no
14665,31,31,211,no
14666,38,0,105,no
14667,37,1775,514,yes
14668,35,313,479,no
14669,49,-268,111,no
14670,45,0,112,no
14671,49,463,541,no
14672,44,4389,149,no
14673,32,142,257,no
14674,57,1103,98,no
14675,40,-37,408,no
14676,32,4654,134,no
14677,36,84,306,no
14678,48,3064,159,no
14679,31,0,275,no
14680,54,4104,68,no
14681,53,0,135,no
14682,30,0,716,yes
14683,42,0,257,no
14684,39,5009,1083,no
14685,41,664,955,yes
14686,44,-1,194,no
14687,42,0,194,no
14688,56,17,123,no
14689,32,3,612,no
14690,36,7051,106,no
14691,55,4459,85,no
14692,31,0,237,no
14693,31,303,196,no
14694,39,345,179,no
14695,41,8,155,no
14696,40,4025,107,no
14697,38,340,260,no
14698,36,0,687,yes
14699,39,1388,150,no
14700,28,317,673,no
14701,30,0,127,no
14702,54,13,197,no
14703,49,4177,275,no
14704,36,297,157,no
14705,50,219,419,no
14706,38,0,146,no
14707,38,1425,347,no
14708,36,185,136,no
14709,54,126,357,no
14710,35,2622,374,no
14711,33,0,120,no
14712,35,348,323,no
14713,31,0,364,no
14714,36,3420,98,no
14715,30,11,84,no
14716,45,1786,78,no
14717,50,2629,59,no
14718,45,-183,395,no
14719,39,1531,543,no
14720,58,19,106,no
14721,54,0,209,no
14722,37,20,469,no
14723,31,0,216,no
14724,46,-563,769,yes
14725,37,729,115,no
14726,29,5,889,yes
14727,35,635,547,no
14728,25,0,1424,yes
14729,35,0,490,no
14730,39,285,838,yes
14731,40,884,166,no
14732,58,4048,270,no
14733,46,406,232,no
14734,49,278,112,no
14735,36,898,118,no
14736,33,-325,159,no
14737,52,497,265,no
14738,42,667,419,no
14739,31,0,624,no
14740,54,765,812,no
14741,44,764,97,no
14742,47,107,119,no
14743,27,139,448,yes
14744,35,885,632,yes
14745,37,6014,163,no
14746,51,463,114,no
14747,38,83,32,no
14748,52,82,1142,no
14749,43,326,87,no
14750,53,6258,62,no
14751,60,480,341,no
14752,36,321,160,no
14753,25,377,1412,no
14754,37,459,61,no
14755,39,0,41,no
14756,36,0,276,no
14757,44,345,208,no
14758,45,1063,41,no
14759,32,210,298,no
14760,28,0,767,yes
14761,36,446,174,no
14762,29,0,186,no
14763,53,2818,350,no
14764,48,300,52,no
14765,49,0,46,no
14766,30,0,510,no
14767,51,-11,126,no
14768,38,500,81,no
14769,37,177,464,no
14770,44,850,220,no
14771,57,-37,31,no
14772,37,2265,64,no
14773,45,1293,188,no
14774,33,346,172,no
14775,52,-888,135,no
14776,33,2,132,no
14777,28,0,133,no
14778,41,143,141,no
14779,35,4,130,no
14780,32,67,95,no
14781,35,319,221,no
14782,52,92,469,no
14783,56,563,51,no
14784,34,855,578,yes
14785,51,34,69,no
14786,54,2761,771,no
14787,57,1728,164,no
14788,56,0,390,no
14789,45,0,154,no
14790,57,7699,178,no
14791,37,8,46,no
14792,34,-28,574,no
14793,31,-230,715,no
14794,47,1710,525,no
14795,35,-353,70,no
14796,31,35,229,no
14797,29,694,1806,yes
14798,42,422,400,no
14799,26,1,92,no
14800,33,208,284,no
14801,36,64,130,no
14802,47,496,151,no
14803,37,0,46,no
14804,56,-563,79,no
14805,31,81,57,no
14806,35,-273,344,no
14807,34,431,401,no
14808,46,327,145,no
14809,42,11,272,no
14810,60,686,122,no
14811,32,8,226,no
14812,41,0,211,no
14813,56,-199,428,no
14814,54,0,156,no
14815,29,465,191,no
14816,31,38279,225,no
14817,27,151,496,yes
14818,32,0,195,no
14819,25,130,49,no
14820,26,354,586,yes
14821,40,-94,90,no
14822,36,673,689,yes
14823,51,1605,94,no
14824,58,299,120,no
14825,58,2516,303,no
14826,56,14,239,no
14827,28,0,129,no
14828,45,512,98,no
14829,44,1265,555,yes
14830,28,105,130,no
14831,45,-55,124,no
14832,39,597,686,yes
14833,40,0,29,no
14834,39,0,528,no
14835,26,166,83,no
14836,59,3998,60,no
14837,45,318,63,no
14838,41,340,206,no
14839,37,0,1150,no
14840,37,1027,294,no
14841,30,-393,435,yes
14842,36,0,155,no
14843,25,93,130,no
14844,57,29,294,no
14845,26,-188,198,no
14846,31,105,72,no
14847,38,-768,57,no
14848,36,324,830,yes
14849,40,6,464,no
14850,27,100,57,no
14851,46,2987,318,no
14852,37,12939,39,no
14853,31,256,873,yes
14854,57,975,166,no
14855,60,-444,227,no
14856,45,96,202,no
14857,37,2707,109,no
14858,36,17,329,no
14859,26,-35,243,no
14860,57,0,214,no
14861,47,28,142,no
14862,31,85,151,no
14863,50,782,335,no
14864,48,133,143,no
14865,31,127,122,no
14866,48,41,198,no
14867,28,272,183,no
14868,43,714,255,no
14869,27,77,143,no
14870,39,1315,885,no
14871,56,0,1222,yes
14872,56,23,156,no
14873,47,651,325,no
14874,30,319,91,no
14875,39,50,147,no
14876,57,374,236,no
14877,26,74,419,no
14878,60,646,649,no
14879,47,-4,77,no
14880,25,158,231,no
14881,34,557,513,no
14882,29,2870,988,yes
14883,35,975,102,no
14884,32,219,111,no
14885,28,1,241,no
14886,58,0,558,no
14887,48,119,177,no
14888,34,602,680,no
14889,27,451,652,yes
14890,31,1210,350,no
14891,25,-213,592,no
14892,32,1010,924,no
14893,26,55,165,no
14894,48,-31,128,no
14895,50,907,68,no
14896,31,574,410,no
14897,45,2,192,no
14898,47,25,81,no
14899,48,268,128,no
14900,38,4,158,no
14901,57,1403,547,no
14902,43,184,1019,yes
14903,38,217,93,no
14904,33,39,332,no
14905,32,1905,709,yes
14906,39,1323,188,no
14907,34,889,417,no
14908,30,-36,561,yes
14909,54,381,198,no
14910,29,249,346,no
14911,26,0,157,no
14912,35,387,254,no
14913,44,1431,199,no
14914,43,808,481,no
14915,53,366,171,no
14916,34,396,101,no
14917,56,2629,293,no
14918,38,1314,378,no
14919,39,0,129,no
14920,32,198,132,no
14921,59,2540,1432,no
14922,40,0,87,no
14923,45,258,287,no
14924,38,329,111,no
14925,32,0,141,no
14926,51,1927,322,no
14927,36,548,254,no
14928,50,1165,455,yes
14929,33,4,285,no
14930,60,1477,69,no
14931,39,-1586,89,no
14932,40,-839,1018,yes
14933,40,394,60,no
14934,59,1228,57,no
14935,45,248,212,no
14936,33,296,90,no
14937,43,5705,173,no
14938,42,3465,1039,yes
14939,31,5,101,no
14940,32,91,110,no
14941,58,145,128,no
14942,40,641,156,no
14943,41,2249,231,no
14944,38,3500,406,no
14945,32,116,255,no
14946,55,-480,538,no
14947,43,381,191,no
14948,54,0,118,no
14949,41,634,239,no
14950,44,106,164,no
14951,59,4387,73,no
14952,32,-138,278,no
14953,29,73,252,no
14954,40,-357,700,yes
14955,36,1305,345,no
14956,47,80,169,no
14957,37,61,156,no
14958,27,119,781,yes
14959,38,123,202,no
14960,28,61,401,no
14961,35,36,1656,yes
14962,60,0,357,no
14963,55,12731,159,no
14964,34,425,1389,no
14965,31,0,1056,no
14966,32,-1668,166,no
14967,31,-455,168,no
14968,59,-232,97,no
14969,40,1206,201,no
14970,39,1238,212,no
14971,48,151,191,no
14972,25,195,1339,no
14973,59,220,30,no
14974,29,454,127,no
14975,42,166,319,no
14976,38,0,284,no
14977,38,0,264,no
14978,58,91,204,no
14979,38,0,1473,no
14980,31,-1038,255,no
14981,37,764,108,no
14982,32,0,524,no
14983,55,3919,26,no
14984,37,680,613,no
14985,45,-312,268,no
14986,29,16,605,no
14987,33,92,63,no
14988,49,1672,128,no
14989,36,522,185,no
14990,47,49,66,no
14991,59,120,102,no
14992,42,127,199,no
14993,38,14058,293,no
14994,51,320,59,no
14995,37,-26,209,no
14996,39,167,330,no
14997,51,0,299,no
14998,27,4909,159,no
14999,43,1880,63,no
15000,37,1142,309,no
15001,49,78,257,no
15002,37,43,36,no
15003,52,272,53,no
15004,42,0,71,no
15005,34,808,20,no
15006,37,33,117,no
15007,50,1832,80,no
15008,48,0,109,no
15009,49,964,201,no
15010,42,0,397,no
15011,39,0,69,no
15012,58,543,264,no
15013,31,0,90,no
15014,34,29,94,no
15015,52,10,72,no
15016,43,556,317,no
15017,26,-11,1150,yes
15018,36,-179,144,no
15019,26,-142,126,no
15020,34,40,302,no
15021,49,80,123,no
15022,27,180,114,no
15023,29,723,235,no
15024,44,10,196,no
15025,40,518,84,no
15026,36,-633,106,no
15027,32,958,151,no
15028,30,7032,102,no
15029,55,119,521,no
15030,32,710,181,no
15031,35,0,80,no
15032,37,0,158,no
15033,53,0,187,no
15034,55,138,205,no
15035,46,294,228,no
15036,26,4146,628,no
15037,51,563,117,no
15038,55,79,418,no
15039,40,-769,64,no
15040,60,83,302,no
15041,35,113,923,yes
15042,41,15,17,no
15043,42,1279,50,no
15044,36,0,72,no
15045,27,0,72,no
15046,52,1426,115,no
15047,36,80,258,no
15048,30,1286,544,no
15049,30,3134,124,no
15050,52,1405,753,yes
15051,42,1977,72,no
15052,45,668,391,no
15053,32,2017,686,no
15054,42,138,324,no
15055,42,168,295,no
15056,30,4,284,no
15057,31,187,86,no
15058,48,1513,1171,no
15059,42,5639,430,no
15060,46,-154,201,no
15061,38,151,50,no
15062,46,509,272,no
15063,33,-260,224,no
15064,56,0,82,no
15065,34,255,344,no
15066,39,3760,262,no
15067,27,342,818,no
15068,48,379,402,no
15069,35,0,127,no
15070,48,658,89,no
15071,29,727,87,no
15072,30,-44,97,no
15073,34,3064,324,no
15074,35,20,287,no
15075,48,461,284,no
15076,32,14611,67,no
15077,43,833,156,no
15078,51,333,234,no
15079,34,797,54,no
15080,27,65,59,no
15081,25,453,134,no
15082,57,443,167,no
15083,29,0,58,no
15084,47,840,509,no
15085,34,-191,156,no
15086,26,82,200,no
15087,35,145,354,no
15088,31,528,143,no
15089,25,963,28,no
15090,31,2336,224,no
15091,55,6507,109,no
15092,32,118,1275,yes
15093,30,931,1183,no
