age,balance,duration,y
35,0,89,no
59,0,189,no
40,149,159,no
36,3832,393,no
32,1196,508,no
26,17,522,no
28,455,166,no
38,50,545,no
51,1988,67,no
40,42,264,no
32,514,812,yes
38,373,404,no
26,-759,191,no
54,95,104,no
27,70,170,no
34,-73,90,no
38,-728,333,no
36,-456,252,no
33,0,443,no
59,39,67,no
39,37,467,no
38,1932,159,no
51,-192,57,no
37,1672,484,no
34,161,378,no
34,479,772,no
35,372,230,no
36,1339,136,no
51,550,451,no
27,941,124,no
37,0,283,no
34,1049,55,no
33,236,203,no
37,263,143,no
33,32,43,no
53,447,108,no
38,114,117,no
50,0,170,no
40,-83,131,no
26,528,102,no
31,0,151,no
55,5,269,no
27,6,143,no
31,-161,196,no
50,-682,479,no
39,710,211,no
51,58,128,no
43,-260,183,no
34,9,439,no
53,-670,86,no
60,58,165,no
42,128,148,no
47,1139,106,no
27,428,321,no
38,31,891,no
47,761,80,no
46,776,76,no
41,-172,132,no
45,0,216,no
55,561,318,no
37,407,141,no
37,0,906,no
51,0,139,no
55,983,41,no
32,0,93,no
58,342,564,no
34,46,31,no
28,17,16,no
47,1073,518,no
47,416,87,no
34,12,504,no
39,671,98,no
57,8,93,no
57,2518,82,no
32,0,223,no
59,5,67,no
41,1499,59,no
58,100,186,no
49,3728,1060,yes
29,287,249,no
31,183,60,no
36,611,126,no
56,107,52,no
51,174,222,no
29,243,109,no
34,406,113,no
39,401,112,no
34,444,173,no
33,1249,261,no
43,392,87,no
42,645,42,no
34,-745,131,no
36,48,147,no
50,0,717,no
34,3814,286,no
35,167,614,yes
38,-21,50,no
42,0,83,no
47,-226,289,no
41,177,117,no
32,0,85,no
48,0,487,no
44,-146,256,no
49,0,103,no
46,76,181,no
56,-762,348,no
43,0,154,no
46,834,196,no
55,991,593,no
35,0,71,no
56,0,118,no
44,851,47,no
29,0,314,no
58,0,965,no
56,40,123,no
52,5,94,no
42,484,144,no
58,0,116,no
35,141,146,no
32,413,712,no
30,35,366,no
50,383,502,no
38,0,260,no
38,0,184,no
44,71,251,no
45,2220,128,no
60,1099,764,yes
60,2222,1120,yes
59,-86,16,no
37,986,970,no
29,983,963,yes
49,-195,64,no
55,204,1973,yes
39,0,117,no
37,586,141,no
55,642,232,no
41,488,178,no
33,1534,1041,yes
48,0,324,no
32,1660,1389,no
27,-36,120,no
59,1250,61,no
52,698,213,no
55,2848,121,no
42,426,636,no
59,178,330,no
40,1225,919,no
31,1661,100,no
37,-601,210,no
37,1448,71,no
26,93,255,no
33,212,260,no
34,25,666,no
59,3812,498,no
37,466,92,no
47,338,344,no
55,410,221,no
28,565,189,no
50,1840,184,no
40,-186,154,no
35,0,271,no
54,0,159,no
35,260,134,no
54,311,470,no
44,430,221,no
40,178,595,no
46,830,211,no
34,157,254,no
49,0,178,no
45,0,106,no
31,696,184,no
32,0,333,no
37,3841,69,no
37,1059,94,no
40,0,271,no
36,756,396,no
45,458,145,no
31,-357,215,no
58,2769,94,no
27,3638,271,no
44,1074,911,yes
35,483,165,no
50,5,196,no
25,184,437,no
36,-608,135,no
39,83,193,no
38,84,328,no
42,302,342,no
32,23,425,no
38,349,151,no
35,272,163,no
31,505,773,no
30,4,188,no
25,10,549,no
47,3466,853,yes
31,916,172,no
29,93,161,no
44,0,96,no
35,-203,1649,yes
53,257,1310,yes
46,853,1187,no
36,-318,135,no
47,3038,151,no
43,73,324,no
39,-810,77,no
37,0,122,no
33,162,122,no
45,-388,175,no
29,10,246,no
35,1287,330,no
59,1139,607,no
46,1299,104,no
39,186,114,no
58,821,83,no
33,-406,332,no
35,0,125,no
49,2356,236,no
55,935,65,no
31,338,216,no
25,-41,114,no
43,500,324,no
34,1906,68,no
25,-375,61,no
45,132,179,no
52,-2,349,no
29,138,113,no
32,187,90,no
47,568,256,no
48,58,102,no
45,-149,287,no
30,-94,41,no
38,2283,221,no
45,660,329,no
31,78,97,no
60,2674,96,no
35,1859,227,no
36,0,80,no
50,3258,56,no
49,176,102,no
44,781,194,no
42,682,285,no
33,-104,231,no
41,201,53,no
55,343,276,no
37,2575,505,no
48,279,211,no
55,225,116,no
29,10,135,no
59,-341,94,no
27,-517,172,no
40,900,84,no
37,689,367,no
34,800,103,no
33,179,244,no
28,36,158,no
29,64,611,no
51,248,78,no
58,226,306,no
55,481,79,no
31,-160,126,no
44,0,289,no
40,992,297,no
45,706,66,no
60,1130,64,no
51,0,120,no
30,450,72,no
40,1749,767,no
31,393,328,no
42,-336,151,no
56,142,329,no
35,1266,84,no
34,0,105,no
53,876,214,no
25,-559,189,no
35,2436,1397,yes
29,581,192,no
32,-230,331,no
31,6,155,no
41,1821,137,no
51,30,333,no
46,2262,44,no
44,476,173,no
30,635,209,no
53,-391,122,no
32,184,238,no
39,287,84,no
60,0,363,no
28,7,226,no
55,34,97,no
43,-416,80,no
46,2273,187,no
28,62,467,no
48,101,549,no
33,390,254,no
32,8300,460,no
46,0,247,no
43,0,1153,yes
32,210,121,no
46,922,151,no
49,1916,281,no
27,-238,132,no
33,75,126,no
34,344,56,no
35,1140,69,no
45,91,55,no
48,67,251,no
48,308,125,no
35,-230,183,no
36,0,119,no
59,2291,127,no
43,1344,74,no
36,327,74,no
34,313,634,no
52,1416,297,no
60,21,113,no
32,47,213,no
44,272,51,no
36,733,124,no
50,1622,58,no
54,1987,219,no
32,-169,310,no
37,223,144,no
37,577,76,no
32,396,41,no
32,596,397,no
28,2919,101,no
33,0,305,no
47,-331,227,no
50,1580,111,no
53,-24,319,no
38,976,766,yes
54,171,673,no
32,240,86,no
37,41,388,no
32,2353,334,no
54,0,191,no
47,104,77,no
42,-291,129,no
49,280,162,no
45,-14,292,no
44,3113,331,no
34,146,788,yes
34,-123,64,no
49,784,171,no
42,-369,72,no
43,1491,105,no
40,45,106,no
41,783,126,no
47,0,122,no
43,-76,124,no
35,417,201,no
34,855,616,no
50,6739,68,no
52,248,245,no
32,2,79,no
50,85,130,no
40,1539,204,no
58,327,145,no
40,0,699,no
29,627,140,no
30,0,768,no
50,156,1130,yes
41,3016,80,no
43,145,341,no
57,808,417,no
45,144,154,no
42,831,455,no
53,0,85,no
49,261,225,no
27,639,243,no
57,107,85,no
29,85,76,no
33,0,163,no
43,408,568,no
35,-102,334,no
43,189,1062,yes
52,280,393,no
51,50,364,no
31,0,229,no
31,0,118,no
39,0,111,no
29,-191,115,no
57,1276,103,no
42,86,385,no
35,0,245,no
41,-1,140,no
35,31,124,no
41,0,93,no
30,332,465,no
52,279,197,no
43,-441,216,no
37,1780,392,no
57,24,407,no
47,0,81,no
43,778,619,no
54,522,81,no
54,308,248,no
39,1068,214,no
37,1328,201,no
33,-110,425,no
44,163,1669,yes
45,1196,108,no
35,0,460,no
53,2231,272,no
33,0,166,no
53,118,431,no
39,34,377,no
33,908,184,no
53,0,119,no
40,160,123,no
40,0,109,no
51,-2282,301,no
41,533,257,no
29,97,136,no
35,0,340,no
31,0,387,no
34,351,326,no
43,764,557,no
55,541,512,no
50,2406,197,no
43,615,97,no
39,350,109,no
34,0,194,no
58,409,643,no
28,-76,1271,no
53,-162,81,no
30,-287,244,no
51,242,1336,yes
50,305,111,no
47,1875,157,no
55,204,455,no
52,0,218,no
31,153,118,no
31,1173,444,yes
58,1987,185,no
32,418,138,no
50,2,171,no
48,742,304,no
57,-305,43,no
35,0,167,no
31,0,347,no
32,7522,240,no
36,4324,565,no
40,-90,716,no
42,-249,149,no
51,-406,150,no
36,1580,615,no
39,498,149,no
39,142,424,no
47,3659,364,no
36,51,179,no
37,0,235,no
37,0,330,no
59,0,160,no
36,223,12,no
31,23,77,no
48,-621,552,no
46,211,36,no
29,184,46,no
36,-128,821,no
49,204,198,no
39,0,894,yes
38,263,84,no
43,274,335,no
33,1114,250,no
33,40,110,no
36,-194,133,no
34,0,78,no
27,0,227,no
40,79,223,no
44,241,164,no
29,428,131,no
38,-295,356,no
27,1,116,no
30,638,358,no
35,-870,180,no
55,284,252,no
29,2312,109,no
44,58,72,no
35,819,102,no
47,530,457,no
51,1537,400,no
48,339,123,no
28,0,546,no
52,0,231,no
41,514,321,no
40,-349,31,no
29,1,56,no
52,25,170,no
37,0,101,no
56,1631,376,no
58,928,656,no
34,-353,122,no
59,37,335,no
33,137,136,no
42,324,528,no
59,296,805,yes
30,13,21,no
51,382,56,no
37,0,129,no
42,758,129,no
40,0,125,no
52,370,101,no
29,926,169,no
37,79,110,no
32,0,175,no
42,-145,231,no
49,30,439,no
59,1121,249,no
32,1076,353,no
43,254,104,no
39,1930,92,no
52,0,131,no
33,437,184,no
60,0,94,no
35,286,164,no
47,0,56,no
34,1005,274,no
31,-84,75,no
52,-36,199,no
43,860,131,no
38,7752,138,no
35,3508,94,no
53,425,416,no
34,390,659,no
34,223,202,no
41,402,368,no
37,0,265,no
61,76,195,no
45,557,80,no
50,-731,401,no
44,100,71,no
59,-90,41,no
37,24,280,no
44,468,289,no
38,0,77,no
41,4,63,no
45,0,533,yes
26,155,76,no
25,333,1056,yes
33,392,753,no
56,105,80,no
29,0,317,no
35,0,129,no
59,0,237,no
38,164,188,no
58,3864,815,yes
40,5,117,no
37,1094,101,no
48,269,109,no
41,1321,315,no
42,843,226,no
26,27,49,no
51,509,121,no
60,1091,778,no
41,0,368,no
40,0,103,no
46,311,232,no
43,59,60,no
42,-100,87,no
31,10,156,no
56,109,924,no
29,2,65,no
32,752,256,no
51,146,132,no
60,20,207,no
53,0,152,no
34,291,646,no
30,2686,808,yes
31,582,58,no
42,-178,178,no
42,-1386,56,no
43,348,88,no
54,-57,364,no
57,458,177,no
38,465,156,no
27,1228,77,no
53,4143,200,no
46,1590,59,no
29,162,126,no
53,1278,174,no
42,0,133,no
53,38,321,no
36,0,201,no
36,0,571,no
36,854,503,no
57,1275,377,no
33,-988,83,no
58,0,53,no
47,683,106,no
47,1149,82,no
40,299,180,no
41,1838,135,no
34,29,387,no
45,0,372,no
31,-112,128,no
34,-109,860,yes
47,0,162,no
25,-352,246,no
46,182,317,no
42,1,462,no
48,729,277,no
37,0,280,no
29,0,218,no
32,217,317,no
57,1238,274,no
34,160,130,no
47,185,116,no
47,512,98,no
28,1,92,no
41,10438,141,no
34,0,144,no
36,0,794,no
44,4353,90,no
43,8224,70,no
45,-207,878,yes
52,217,193,no
27,1928,513,no
27,59,792,no
28,-34,355,no
51,65,881,yes
29,153,734,no
60,597,981,yes
39,0,103,no
46,174,90,no
32,222,820,yes
51,-799,1001,yes
37,1020,348,no
59,122,129,no
36,287,119,no
33,71,94,no
45,24,192,no
27,454,331,no
36,-231,779,no
29,0,91,no
43,1,61,no
35,300,555,no
41,226,157,no
25,534,167,no
36,112,83,no
43,1154,603,no
60,0,111,no
31,31,211,no
38,0,105,no
37,1775,514,yes
35,313,479,no
49,-268,111,no
45,0,112,no
49,463,541,no
44,4389,149,no
32,142,257,no
57,1103,98,no
40,-37,408,no
32,4654,134,no
36,84,306,no
48,3064,159,no
31,0,275,no
54,4104,68,no
53,0,135,no
30,0,716,yes
42,0,257,no
39,5009,1083,no
41,664,955,yes
44,-1,194,no
42,0,194,no
56,17,123,no
32,3,612,no
36,7051,106,no
55,4459,85,no
31,0,237,no
31,303,196,no
39,345,179,no
41,8,155,no
40,4025,107,no
38,340,260,no
36,0,687,yes
39,1388,150,no
28,317,673,no
30,0,127,no
54,13,197,no
49,4177,275,no
36,297,157,no
50,219,419,no
38,0,146,no
38,1425,347,no
36,185,136,no
54,126,357,no
35,2622,374,no
33,0,120,no
35,348,323,no
31,0,364,no
36,3420,98,no
30,11,84,no
45,1786,78,no
50,2629,59,no
45,-183,395,no
39,1531,543,no
58,19,106,no
54,0,209,no
37,20,469,no
31,0,216,no
46,-563,769,yes
37,729,115,no
29,5,889,yes
35,635,547,no
25,0,1424,yes
35,0,490,no
39,285,838,yes
40,884,166,no
58,4048,270,no
46,406,232,no
49,278,112,no
36,898,118,no
33,-325,159,no
52,497,265,no
42,667,419,no
31,0,624,no
54,765,812,no
44,764,97,no
47,107,119,no
27,139,448,yes
35,885,632,yes
37,6014,163,no
51,463,114,no
38,83,32,no
52,82,1142,no
43,326,87,no
53,6258,62,no
60,480,341,no
36,321,160,no
25,377,1412,no
37,459,61,no
39,0,41,no
36,0,276,no
44,345,208,no
45,1063,41,no
32,210,298,no
28,0,767,yes
36,446,174,no
29,0,186,no
53,2818,350,no
48,300,52,no
49,0,46,no
30,0,510,no
51,-11,126,no
38,500,81,no
37,177,464,no
44,850,220,no
57,-37,31,no
37,2265,64,no
45,1293,188,no
33,346,172,no
52,-888,135,no
33,2,132,no
28,0,133,no
41,143,141,no
35,4,130,no
32,67,95,no
35,319,221,no
52,92,469,no
56,563,51,no
34,855,578,yes
51,34,69,no
54,2761,771,no
57,1728,164,no
56,0,390,no
45,0,154,no
57,7699,178,no
37,8,46,no
34,-28,574,no
31,-230,715,no
47,1710,525,no
35,-353,70,no
31,35,229,no
29,694,1806,yes
42,422,400,no
26,1,92,no
33,208,284,no
36,64,130,no
47,496,151,no
37,0,46,no
56,-563,79,no
31,81,57,no
35,-273,344,no
34,431,401,no
46,327,145,no
42,11,272,no
60,686,122,no
32,8,226,no
41,0,211,no
56,-199,428,no
54,0,156,no
29,465,191,no
31,38279,225,no
27,151,496,yes
32,0,195,no
25,130,49,no
26,354,586,yes
40,-94,90,no
36,673,689,yes
51,1605,94,no
58,299,120,no
58,2516,303,no
56,14,239,no
28,0,129,no
45,512,98,no
44,1265,555,yes
28,105,130,no
45,-55,124,no
39,597,686,yes
40,0,29,no
39,0,528,no
26,166,83,no
59,3998,60,no
45,318,63,no
41,340,206,no
37,0,1150,no
37,1027,294,no
30,-393,435,yes
36,0,155,no
25,93,130,no
57,29,294,no
26,-188,198,no
31,105,72,no
38,-768,57,no
36,324,830,yes
40,6,464,no
27,100,57,no
46,2987,318,no
37,12939,39,no
31,256,873,yes
57,975,166,no
60,-444,227,no
45,96,202,no
37,2707,109,no
36,17,329,no
26,-35,243,no
57,0,214,no
47,28,142,no
31,85,151,no
50,782,335,no
48,133,143,no
31,127,122,no
48,41,198,no
28,272,183,no
43,714,255,no
27,77,143,no
39,1315,885,no
56,0,1222,yes
56,23,156,no
47,651,325,no
30,319,91,no
39,50,147,no
57,374,236,no
26,74,419,no
60,646,649,no
47,-4,77,no
25,158,231,no
34,557,513,no
29,2870,988,yes
35,975,102,no
32,219,111,no
28,1,241,no
58,0,558,no
48,119,177,no
34,602,680,no
27,451,652,yes
31,1210,350,no
25,-213,592,no
32,1010,924,no
26,55,165,no
48,-31,128,no
50,907,68,no
31,574,410,no
45,2,192,no
47,25,81,no
48,268,128,no
38,4,158,no
57,1403,547,no
43,184,1019,yes
38,217,93,no
33,39,332,no
32,1905,709,yes
39,1323,188,no
34,889,417,no
30,-36,561,yes
54,381,198,no
29,249,346,no
26,0,157,no
35,387,254,no
44,1431,199,no
43,808,481,no
53,366,171,no
34,396,101,no
56,2629,293,no
38,1314,378,no
39,0,129,no
32,198,132,no
59,2540,1432,no
40,0,87,no
45,258,287,no
38,329,111,no
32,0,141,no
51,1927,322,no
36,548,254,no
50,1165,455,yes
33,4,285,no
60,1477,69,no
39,-1586,89,no
40,-839,1018,yes
40,394,60,no
59,1228,57,no
45,248,212,no
33,296,90,no
43,5705,173,no
42,3465,1039,yes
31,5,101,no
32,91,110,no
58,145,128,no
40,641,156,no
41,2249,231,no
38,3500,406,no
32,116,255,no
55,-480,538,no
43,381,191,no
54,0,118,no
41,634,239,no
44,106,164,no
59,4387,73,no
32,-138,278,no
29,73,252,no
40,-357,700,yes
36,1305,345,no
47,80,169,no
37,61,156,no
27,119,781,yes
38,123,202,no
28,61,401,no
35,36,1656,yes
60,0,357,no
55,12731,159,no
34,425,1389,no
31,0,1056,no
32,-1668,166,no
31,-455,168,no
59,-232,97,no
40,1206,201,no
39,1238,212,no
48,151,191,no
25,195,1339,no
59,220,30,no
29,454,127,no
42,166,319,no
38,0,284,no
38,0,264,no
58,91,204,no
38,0,1473,no
31,-1038,255,no
37,764,108,no
32,0,524,no
55,3919,26,no
37,680,613,no
45,-312,268,no
29,16,605,no
33,92,63,no
49,1672,128,no
36,522,185,no
47,49,66,no
59,120,102,no
42,127,199,no
38,14058,293,no
51,320,59,no
37,-26,209,no
39,167,330,no
51,0,299,no
27,4909,159,no
43,1880,63,no
37,1142,309,no
49,78,257,no
37,43,36,no
52,272,53,no
42,0,71,no
34,808,20,no
37,33,117,no
50,1832,80,no
48,0,109,no
49,964,201,no
42,0,397,no
39,0,69,no
58,543,264,no
31,0,90,no
34,29,94,no
52,10,72,no
43,556,317,no
26,-11,1150,yes
36,-179,144,no
26,-142,126,no
34,40,302,no
49,80,123,no
27,180,114,no
29,723,235,no
44,10,196,no
40,518,84,no
36,-633,106,no
32,958,151,no
30,7032,102,no
55,119,521,no
32,710,181,no
35,0,80,no
37,0,158,no
53,0,187,no
55,138,205,no
46,294,228,no
26,4146,628,no
51,563,117,no
55,79,418,no
40,-769,64,no
60,83,302,no
35,113,923,yes
41,15,17,no
42,1279,50,no
36,0,72,no
27,0,72,no
52,1426,115,no
36,80,258,no
30,1286,544,no
30,3134,124,no
52,1405,753,yes
42,1977,72,no
45,668,391,no
32,2017,686,no
42,138,324,no
42,168,295,no
30,4,284,no
31,187,86,no
48,1513,1171,no
42,5639,430,no
46,-154,201,no
38,151,50,no
46,509,272,no
33,-260,224,no
56,0,82,no
34,255,344,no
39,3760,262,no
27,342,818,no
48,379,402,no
35,0,127,no
48,658,89,no
29,727,87,no
30,-44,97,no
34,3064,324,no
35,20,287,no
48,461,284,no
32,14611,67,no
43,833,156,no
51,333,234,no
34,797,54,no
27,65,59,no
25,453,134,no
57,443,167,no
29,0,58,no
47,840,509,no
34,-191,156,no
26,82,200,no
35,145,354,no
31,528,143,no
25,963,28,no
31,2336,224,no
55,6507,109,no
32,118,1275,yes
30,931,1183,no
39,251,342,yes
28,379,164,no
30,248,692,no
46,-154,158,no
53,1348,120,no
25,10,114,no
34,4943,118,no
58,553,109,no
31,212,143,no
32,1031,84,no
58,1813,15,no
42,782,536,no
60,129,490,no
43,587,282,no
31,-277,1008,yes
52,1564,493,no
32,133,421,no
27,1,259,no
37,50,105,no
39,0,301,no
30,21,49,no
31,2251,134,no
31,2951,115,no
26,-189,538,yes
47,555,179,no
50,216,195,no
42,4,795,yes
59,-797,225,no
32,348,926,yes
50,291,219,no
29,406,119,no
28,3516,232,no
57,429,245,no
39,-99,260,no
39,282,243,no
43,3530,470,no
35,489,109,no
26,603,176,no
38,1803,172,no
36,25,393,no
33,171,71,no
31,-453,157,no
37,101,130,no
29,-61,270,no
35,138,79,no
34,9,655,no
35,-35,123,no
45,71,479,no
38,37,96,no
27,5,225,no
34,11,654,no
36,2894,747,no
32,12,321,no
57,17,54,no
41,49,312,no
27,1820,1027,yes
34,1396,630,no
29,28,360,no
43,255,180,no
49,825,22,no
39,363,184,no
28,416,345,no
34,1360,506,no
38,922,388,no
59,6108,796,no
52,336,381,no
31,-30,804,no
45,1081,127,no
41,0,18,no
32,1844,168,no
29,37,309,no
34,1784,43,no
41,142,353,no
29,453,384,no
32,231,177,no
50,84,18,no
44,0,275,no
33,70,378,no
30,1289,489,no
34,1,54,no
57,2538,485,no
33,1904,1584,yes
33,94,62,no
29,1,695,no
32,0,139,no
51,201,582,yes
33,0,1448,yes
54,-1818,271,no
32,2456,1151,no
49,388,265,no
38,2707,120,no
42,600,277,no
40,0,383,no
48,0,186,no
35,-67,160,no
42,1699,207,no
35,-138,197,no
36,254,202,no
30,178,656,yes
40,355,1390,no
50,1005,188,no
31,-120,231,no
32,820,738,no
27,2,25,no
29,51,1319,yes
42,388,606,no
53,-477,235,no
30,135,268,no
57,215,210,no
29,900,275,no
54,1298,304,no
26,10005,84,no
29,1337,125,no
35,1016,294,no
36,708,59,no
36,210,182,no
51,2904,410,no
50,19,209,no
52,3798,1208,yes
41,-508,124,no
31,2,234,no
42,484,277,no
45,392,80,no
26,5231,222,no
45,307,147,no
50,246,174,no
42,301,1175,yes
56,864,46,no
31,294,536,yes
26,47,257,no
40,0,728,no
40,2977,1018,no
34,2126,215,no
40,393,291,no
36,1314,330,no
34,118,171,no
29,1413,170,no
59,-365,408,no
54,364,301,no
30,101,88,no
53,0,155,no
54,269,81,no
40,-117,770,no
29,23,57,no
27,0,991,yes
60,-222,82,no
50,8016,903,no
56,171,610,no
40,500,175,no
41,107,122,no
45,0,395,no
58,1692,517,no
27,0,444,no
45,871,230,no
30,-199,207,no
43,0,674,no
29,3220,172,no
38,1,169,no
27,24,320,no
27,2323,153,no
47,1059,154,no
49,0,51,no
35,449,43,no
29,-25,143,no
35,20,505,no
56,212,27,no
34,151,546,no
37,0,91,no
34,0,75,no
44,292,1153,yes
28,858,602,no
31,71,740,no
57,2549,193,no
47,1808,125,no
52,994,188,no
55,0,1303,yes
29,1535,134,no
41,0,509,no
36,641,735,no
54,40,172,no
34,39,138,no
28,-39,64,no
33,92,157,no
31,1670,185,no
40,5152,121,no
49,100,156,no
34,21,74,no
31,64,302,no
45,144,95,no
46,709,100,no
33,3,163,no
34,393,172,no
40,2998,623,yes
54,467,674,yes
43,-1164,76,no
46,2084,1081,yes
42,976,69,no
34,652,50,no
46,567,142,no
60,0,91,no
43,624,400,no
51,598,53,no
31,98,85,no
52,0,454,no
43,1050,67,no
35,111,127,no
45,-191,178,no
51,428,145,no
32,280,59,no
34,1602,287,no
58,474,85,no
52,2102,292,no
46,0,115,no
46,238,85,no
31,202,146,no
48,2374,83,no
46,69,103,no
30,502,572,yes
30,459,494,yes
35,-94,354,no
41,397,91,no
56,-1,304,no
45,726,199,no
33,1275,191,no
32,454,978,yes
27,891,240,no
33,3269,316,no
56,179,536,yes
34,-102,185,no
53,1378,91,no
48,192,268,no
30,106,149,no
31,1291,72,no
32,174,11,no
35,552,222,no
52,383,135,no
30,593,412,no
31,117,41,no
28,2378,800,no
44,427,151,no
47,-185,84,no
27,-124,217,no
36,1584,178,no
34,1239,90,no
59,-139,33,no
59,0,274,no
43,704,116,no
47,26,71,no
34,4963,226,no
33,661,968,yes
35,513,377,no
31,557,111,no
29,-308,113,no
25,18,225,no
29,-643,277,no
45,373,274,no
34,351,467,no
40,49,191,no
31,-367,474,yes
30,114,110,no
59,-2,102,no
26,-384,143,no
31,3142,164,no
29,-388,411,no
30,-366,516,yes
29,519,120,no
29,28,203,no
47,122,73,no
38,10189,482,no
29,1,167,no
44,3286,569,no
30,501,94,no
33,89,278,yes
51,23,177,no
43,0,110,no
57,1244,383,no
31,3981,286,no
43,317,106,no
50,1498,223,no
30,183,610,yes
51,145,313,no
29,-133,108,no
26,192,116,no
36,635,359,no
46,505,119,no
31,1164,238,no
27,33,337,no
39,-234,75,no
34,303,226,no
58,-158,11,no
27,283,483,no
28,-994,174,no
28,5,121,no
33,239,47,no
32,95,308,no
32,102,560,yes
28,17,269,no
57,1623,246,no
41,138,640,yes
27,5,384,no
31,-429,292,no
39,64,147,no
34,1173,93,no
33,81,287,no
34,631,25,no
33,4149,159,no
30,4145,302,no
30,-27,65,no
52,2133,90,no
51,0,439,no
48,2392,133,no
32,-203,67,no
48,1583,494,no
31,738,381,no
33,-85,96,no
32,2343,226,no
36,181,354,no
39,241,117,no
53,-17,508,no
31,622,420,yes
30,107,263,no
30,10,658,yes
27,53,362,no
37,-205,199,no
25,0,342,no
48,-280,300,no
46,5442,115,no
30,24,112,no
31,1720,104,no
45,24,111,no
36,16,95,no
54,22,259,no
40,700,503,no
46,19,328,no
33,2668,187,no
53,530,744,no
51,9228,655,yes
26,0,142,no
50,161,642,no
49,169,141,no
32,188,144,no
26,256,169,no
44,236,199,no
53,263,143,no
34,-251,641,yes
36,1975,835,no
51,-714,83,no
57,137,54,no
30,1195,146,no
28,24,415,yes
34,99,70,no
28,2249,595,no
32,273,97,no
53,225,171,no
60,949,239,no
28,458,328,no
49,246,49,no
43,104,635,yes
39,738,215,no
37,35,34,no
30,53,352,no
26,-454,652,no
57,1218,317,no
47,-58,92,no
38,-61,102,no
49,201,297,no
59,1637,225,no
35,0,183,no
34,1188,1503,no
41,4824,168,no
33,1393,1127,yes
29,242,73,no
33,-27,216,no
50,378,55,no
45,153,706,no
36,370,728,no
33,0,351,no
34,145,127,no
29,1718,579,no
34,934,909,no
43,62,96,no
33,171,100,no
59,0,247,no
51,941,252,no
39,-421,374,no
36,625,1360,yes
37,392,118,no
26,0,788,no
31,379,570,no
40,-407,905,no
47,-767,329,no
43,-50,30,no
36,18,180,no
38,334,541,no
25,51,127,no
30,-51,440,no
31,24,135,no
26,341,225,no
60,851,112,no
37,2580,300,no
26,0,409,no
32,2858,247,no
42,0,177,no
27,1,320,no
29,480,89,no
58,237,200,no
33,272,166,no
33,114,207,no
33,0,453,no
29,-193,126,no
37,1025,379,no
29,39,184,no
31,212,191,no
34,1927,142,no
37,2364,662,no
46,-243,251,no
28,173,588,yes
38,21963,70,no
32,-46,1373,yes
52,3754,127,no
29,1706,462,no
36,0,305,no
54,338,99,no
29,788,264,no
33,2617,113,no
36,0,837,no
32,2341,243,no
28,305,277,no
31,0,913,yes
34,45,127,no
32,205,197,no
34,584,154,no
35,145,799,yes
32,473,320,no
33,137,305,no
31,325,1139,yes
28,-193,580,no
51,1490,227,no
34,430,82,no
42,1736,179,no
44,582,83,no
47,150,212,no
53,210,280,no
60,2047,241,no
34,6324,190,no
28,319,120,no
30,382,200,no
36,99,165,no
38,1698,239,no
31,-163,200,no
29,0,463,no
43,0,455,no
35,1057,144,no
40,1238,50,no
33,255,75,no
27,-443,93,no
51,1752,335,no
44,6,114,no
59,161,272,no
34,0,589,no
36,94,43,no
37,-86,91,no
27,-403,54,no
54,1295,179,no
44,4842,322,no
40,1893,78,no
29,1221,72,no
48,1152,168,no
49,375,110,no
26,345,149,no
26,49,489,no
41,4464,1425,no
25,15,24,no
25,1078,218,no
58,64,78,no
36,0,93,no
44,242,100,no
48,290,257,no
26,3,140,no
35,0,145,no
45,586,90,no
52,592,122,no
41,98,97,no
33,681,357,no
32,2551,638,yes
59,-187,118,no
32,648,166,no
29,-14,203,no
35,-67,84,no
56,21,118,no
32,-360,176,no
35,2278,195,no
54,252,101,no
30,1824,153,no
31,1951,519,no
42,182,394,no
50,2790,236,no
53,624,180,no
38,1482,361,no
34,-45,88,no
25,895,317,no
47,1229,89,no
25,612,172,no
25,2311,1105,yes
28,503,553,no
36,600,538,no
42,0,91,no
31,324,167,no
51,0,130,no
53,0,96,no
46,289,76,no
29,27,554,no
38,2357,184,no
32,1806,126,no
34,159,124,no
28,739,316,no
39,1048,405,no
29,-229,416,no
31,-64,37,no
36,-158,42,no
42,156,455,no
31,0,171,no
55,647,150,no
31,774,93,no
46,399,156,no
38,2469,66,no
33,3071,323,no
35,1582,37,no
37,-65,226,no
44,-90,472,no
31,5691,357,no
37,862,152,no
29,5,53,no
34,13,47,no
42,401,581,no
25,-230,113,no
37,79,191,no
37,-1884,193,no
39,230,38,no
41,525,108,no
33,-12,77,no
30,658,212,no
37,167,225,no
29,3357,120,no
35,103,304,no
27,1372,230,no
30,-114,396,no
33,78,856,no
56,826,853,no
32,14,53,no
27,0,53,no
28,250,475,no
35,-360,169,no
32,0,229,no
33,1034,141,no
35,244,54,no
30,0,101,no
31,0,270,no
44,1590,54,no
57,753,730,no
38,189,105,no
38,-558,533,no
27,15,177,no
34,181,296,no
28,47,304,no
56,158,854,yes
37,0,97,no
49,-412,31,no
44,0,90,no
35,577,90,no
60,380,219,no
50,120,99,no
43,0,111,no
34,0,100,no
59,2979,118,no
57,2770,158,no
37,0,115,no
44,2470,19,no
30,692,336,no
56,619,65,no
28,0,479,no
25,64,71,no
49,0,95,no
34,130,156,no
42,417,177,no
38,0,93,no
